176.4362865278862,534.3220762763317,1.8199087688673878,-3.064912986659587,0.42575964110963044,0.2875253044159385,0.6753230617786586;49.60459005687134,433.47983233974105,1.9079710310903346,0.2066389143417073,0.8966924286399672,0.6925948973242065,0.6925948973242065
136.43584547691074,746.7176002137622,1.6719229614421058,0.37239328165106494,0.679243413624822,0.751468887240151,1.1063322399107172;134.36568167876905,763.4276086296591,0.8704997200803956,-2.8146875099408737,0.5535841190501439,0.501642130987447,0.501642130987447
114.20936922599728,520.8815434405408,1.297190066343706,-2.9154659473744893,0.8104882321425346,0.664986786368589,0.8204767941055592;87.92270550317912,400.0266065613636,2.448125792862472,0.5764383092769196,0.41131011119555067,0.36130551113026754,0.36130551113026754
274.0813112344614,1160.269012786259,1.4916748911027569,-0.7710808629719343,0.5222765473221251,0.4854110494423536,0.9294138362735366;147.38042646837462,933.3958921941964,0.4222021652475604,2.3828843528547528,0.36812197163804256,0.21465718127226535,0.21465718127226535
105.52826898513972,506.948898281671,1.1853554256062135,-1.0999713453505917,0.5675516084093211,0.5142366388044579,0.9060614597599517;83.81040828865105,444.99081278436523,2.2790456200983464,1.7254473683755955,0.626427728771751,0.548577968737432,0.548577968737432
229.79754218877184,682.8992271221282,1.474521520898249,1.0766294272126218,0.4608157570313172,0.47122678924683914,1.0225926133311765;146.45470572842655,651.834588810689,1.304151698967592,-2.041013241950856,0.7758707374892543,0.7343527756792664,0.7343527756792664
205.49653934312403,502.0479609887884,0.9855880030814468,-0.3805966267819133,0.4842305820033814,0.3133406962684575,0.6470898532928047;66.57527091944296,587.7212002318787,2.35745460350224,2.6756188851892,0.39439020610568726,0.3483079114180927,0.3483079114180927
73.0458067927253,697.8588110821559,0.8397949602817025,0.8334336294560946,0.8513435461216345,0.7193091271872826,0.8449105304951854;45.84832528020381,713.4945232929263,2.046432858375962,-2.3261086946707166,0.6835267160686427,0.6252376657566303,0.6252376657566303
131.62155780114387,537.3414310491979,1.3572687588127772,1.1575032373418075,0.6233776553477777,0.42687246006099633,0.6847734377371089;54.22943646212713,566.7628393966916,1.8410280809439623,-2.183934040313484,0.8795356378023256,0.8377152121571427,0.8377152121571427
138.34619196421576,481.3455540139537,1.58193118672545,-0.3704858598514262,0.6871345029239766,0.477822235901645,0.69538384969516;42.54630211651372,525.7988201548288,1.8785591029926405,2.9880246032133533,0.8751848362522384,0.7522476712192018,0.7522476712192018
212.57941605433035,467.68164711157954,1.2257720248308666,0.3193603254359712,0.22688552154853173,0.1650735632644074,0.7275632316145723;56.15333765679487,465.8028823118208,2.3418726583032115,-2.815174051616388,0.5830691918591597,0.5245354411822973,0.5245354411822973
203.13238458453648,563.0175790941167,0.5464451573517262,2.921328951923426,0.301558303328649,0.24659526521923514,0.817736611783781;103.97527539637457,575.7433839014132,2.4418457833119036,-0.15019056666730904,0.42644323208954055,0.3382637668407783,0.3382637668407783
298.21455516288955,959.4958810693249,0.9873769269990815,1.9121569803051501,0.5998277317319533,0.3174786567226135,0.5292830589974891;231.14805186070686,957.3635270475892,1.0827496525415667,-1.2197585189265394,0.5908297016332885,0.5610358110734767,0.5610358110734767
132.0148487860375,568.3447697480816,1.7620339514556849,-2.1104342919755505,0.5108549161183309,0.5110241430409621,1.0003312621985065;115.4326144163769,561.0356882846224,1.3485842621647754,1.2407109833391097,0.739560654793026,0.700074297933093,0.700074297933093
77.52366809561155,552.7991727426879,1.9962387403683433,-1.8659669647088077,0.6681781096435325,0.6002646905113717,0.8983603052060593;56.89577542313532,555.587552929329,1.08931657680081,1.2175001554917806,0.6944147885985054,0.8020191974884342,0.8020191974884342
265.9719924352935,545.178367912741,1.6799468588035162,-2.343447040789887,0.3541497288086514,0.20632287919455616,0.5825865796611502;110.23088255112496,463.9916105189834,1.819495497963337,0.837053051566438,0.3441978118161926,0.30559124726477027,0.30559124726477027
445.2592356223512,753.0607616208669,1.6904104827931627,2.9161099092143763,0.38439769250161887,0.2256845133640143,0.5871120398649735;156.88286049546673,681.6446480672756,0.9344108688168549,-0.1432061541929157,0.7156928150264421,0.4863344173606468,0.4863344173606468
48.35025223305777,544.2426817229608,1.8558628013786944,1.2318152863103775,0.5303698711981215,0.478072765419405,0.9013950289812358;48.283883919585016,622.8504939820149,1.376163982839593,-1.5985285259693676,0.6519382839483729,0.5985578379688542,0.5985578379688542
222.49223124720763,510.6889141489562,2.047658966820059,1.3776526790793882,0.38865486455056364,0.32535663486797906,0.8371351153528415;103.17851073745959,481.48341510170417,1.33944651485898,-1.8248628324179579,0.8941585135036142,0.7253194682712342,0.7253194682712342
191.78369225770928,944.8523793376402,0.8841155321308036,2.091134936102756,0.42207483584635386,0.2632983083687309,0.6238190150349979;110.40907340431635,953.8683107274295,1.1469010430307507,-1.1026707921965049,0.9082820252024503,0.7748265358147575,0.7748265358147575
126.5390636839077,545.9317170095542,1.2919990826030265,-2.9156339078420306,0.14636488340192044,0.1301312161394466,0.8890876903997803;56.853547048533834,540.1373163261358,2.082098634205992,0.4021690825936824,0.771408362402945,0.6288788507188365,0.6288788507188365
170.11630899475838,422.52802348365014,1.3604872809889437,-2.876577952945142,0.5895908810522933,0.42872955056863105,0.727164487014183;55.46105695521163,432.48782036192654,2.3104812673535156,0.18608986901781988,0.6881042267015148,0.5289941944595437,0.5289941944595437
119.35510519035076,470.55937368731696,1.708784081593373,1.957443530081557,0.7858521550309415,0.6822869911294758,0.8682129160829393;76.2214400743009,503.61995450240056,2.0041245699241097,-1.1648081906613805,0.7389236961721622,0.6615286780699663,0.6615286780699663
100.48698789893255,488.52690348843635,1.2342018717811607,0.3727132252247361,0.8945558132766542,0.7652288181184792,0.8554288136762923;68.2702133290933,505.92946027287246,2.36463552401481,-2.7803503563672307,0.5641975228919397,0.5506835294269589,0.5506835294269589
215.79249418853783,460.60496348486083,1.0957176941224098,-0.10500436142267476,0.2514025491174305,0.16722049984558002,0.6651503750961216;138.34763076073784,616.7986912785159,2.2332610440012703,3.0879054363767597,0.5347861728862572,0.501029545923988,0.501029545923988
140.17883751836487,661.3242056752498,1.4966240932340764,-0.47538604500428333,0.7608235407701645,0.6178348780756924,0.8120606750026058;57.78586390286166,601.8024934586098,1.5220193843800633,2.6846540141794493,0.8436700782210669,0.6906737858902847,0.6906737858902847
180.16399372793722,978.0074615768532,0.2978423174395091,-2.0483408222327837,0.7618579525327666,0.7217454835281615,0.9473491497053319;138.50289654010686,949.7553611588619,1.6370088801379648,0.6905358198910762,0.8448514712213502,0.7122476033776497,0.7122476033776497
259.78898986677626,420.5207047744498,1.5204467674963014,0.5404358132447805,0.5027921397302987,0.3165841649564444,0.6296521761980257;144.16523810891502,525.9520041039867,1.8235271651394984,-2.7075812625180697,0.7213916351847386,0.3562823192133537,0.3562823192133537
117.09174991860037,427.63882997337834,2.206286164805289,0.8345918546829727,0.802457959753076,0.7289860675257924,0.9084414437737129;111.26867325082901,580.4321248449296,1.2595158065229506,-1.8366808902296354,0.5965585751217816,0.5726389738806473,0.5726389738806473
192.09316029208333,858.742640381855,0.4083166375529139,0.34316564353770135,0.5708034121680945,0.37546418240127166,0.6577819515393895;104.71468698802153,845.3789026401121,1.6804455985613218,-2.836340294061018,0.9131313520172467,0.7682764859870651,0.7682764859870651
303.60664193327483,1180.1159521102154,0.3382729554216206,-1.3516048688294053,0.48420646805798945,0.3133375816472837,0.6471156465628993;242.15573661592194,1177.0064157531174,0.8775502337925403,1.8693762127529912,0.47397729056034504,0.4214446261244615,0.4214446261244615
130.21494382366222,1361.664525122102,0.40983323943159505,2.5304070361819675,0.7215731991655417,0.6830715425205547,0.9466420639104778;108.0714543022344,1402.7595438310161,0.6048894611885168,-0.6190371704928123,0.5582837504352697,0.4042573163161799,0.4042573163161799
95.6047546673283,558.1285813188571,1.40112805249311,-2.094077991580439,0.737298501264676,0.6292612027634112,0.8534687127181866;95.28710944298939,589.203325579549,1.721377958693449,0.996577327356742,0.6195580511418193,0.5772437046181621,0.5772437046181621
97.38061159697142,578.7287794165761,1.1025126678114532,2.768154728599044,1.1086321702944153,0.7977420016863281,0.7195732029627779;37.91384459534277,554.612256254764,1.9445918397354434,-0.3486810407554349,0.856568755467096,0.8546798341806011,0.8546798341806011
124.39055179152437,477.0251283999617,1.5299721681287906,1.2966777498352728,0.6416493838907184,0.5908516505980211,0.920832569050906;96.81297621186978,493.15551060187903,1.938354747881068,-1.8472211725257022,0.7252699517960587,0.6719911437009086,0.6719911437009086
118.57587819619941,451.19375794662767,1.7504702601663984,1.9165189005208303,0.14761721490373372,0.14320241250292307,0.9700929027573802;41.16325865379299,627.7941960841945,1.7518175462802712,-1.1852339871419688,0.6720842425504558,0.6006220403284952,0.6006220403284952
150.11488050822885,526.4358883102481,1.3227277160816637,2.313963933320479,0.2243783809433425,0.13896649900351143,0.6193399667974326;132.47360444631903,579.7820302708597,1.7101413254966602,-0.7879215349517239,0.5730041171738204,0.3881019986433833,0.3881019986433833
254.19401407830188,777.0171241399767,1.2414505138630838,3.1091006514316524,0.23894497583323382,0.1609183813352083,0.6734537136596569;107.5159156502406,799.9574192929834,1.2023432034774386,0.022717788120365127,0.6605587342862786,0.5284896009107465,0.5284896009107465
126.27751494355334,468.47187025442724,1.6057198102382964,3.1321533767672673,0.7046050131209846,0.6806370464211383,0.965983826039383;89.05814088133788,460.170998154773,2.0400936380807426,-0.044862288728051404,0.8996013899333866,0.7389921496705002,0.7389921496705002
